 Time,Amplitude
  0.539909, -0.400000
  0.539932, -0.400000
  0.539955, -0.400000
  0.539977, -0.400000
  0.540000, -0.400000
  0.540023, -0.400000
  0.540045, -0.400000
  0.540068, -0.400000
  0.540091, -0.400000
  0.540113, -0.400000
  0.540136, -0.400000
  0.540159, -0.400000
  0.540181, -0.400000
  0.540204, -0.400000
  0.540227, -0.400000
  0.540249, -0.400000
  0.540272, -0.400000
  0.540295, -0.400000
  0.540317, -0.400000
  0.540340, -0.400000
  0.540363, -0.400000
  0.540385, -0.400000
  0.540408, -0.400000
  0.540431, -0.400000
  0.540454, -0.400000
  0.540476, -0.400000
  0.540499, -0.400000
  0.540522, -0.400000
  0.540544, -0.400000
  0.540567, -0.400000
  0.540590, -0.400000
  0.540612, -0.400000
  0.540635, -0.400000
  0.540658, -0.400000
  0.540680, -0.400000
  0.540703, -0.400000
  0.540726, -0.400000
  0.540748, -0.400000
  0.540771, -0.400000
  0.540794, -0.400000
  0.540816, -0.400000
  0.540839, -0.400000
  0.540862, -0.400000
  0.540884, -0.400000
  0.540907, -0.400000
  0.540930,  0.400000
  0.540952,  0.400000
  0.540975,  0.400000
  0.540998,  0.400000
  0.541020,  0.400000
  0.541043,  0.400000
  0.541066,  0.400000
  0.541088,  0.400000
  0.541111,  0.400000
  0.541134,  0.400000
  0.541156,  0.400000
  0.541179,  0.400000
  0.541202,  0.400000
  0.541224,  0.400000
  0.541247,  0.400000
  0.541270,  0.400000
  0.541293,  0.400000
  0.541315,  0.400000
  0.541338,  0.400000
  0.541361,  0.400000
  0.541383,  0.400000
  0.541406,  0.400000
  0.541429,  0.400000
  0.541451,  0.400000
  0.541474,  0.400000
  0.541497,  0.400000
  0.541519,  0.400000
  0.541542,  0.400000
  0.541565,  0.400000
  0.541587,  0.400000
  0.541610,  0.400000
  0.541633,  0.400000
  0.541655,  0.400000
  0.541678,  0.400000
  0.541701,  0.400000
  0.541723,  0.400000
  0.541746,  0.400000
  0.541769,  0.400000
  0.541791,  0.400000
  0.541814,  0.400000
  0.541837,  0.400000
  0.541859,  0.400000
  0.541882,  0.400000
  0.541905,  0.400000
  0.541927,  0.400000
  0.541950,  0.400000
  0.541973,  0.400000
  0.541995,  0.400000
  0.542018,  0.400000
  0.542041,  0.400000
  0.542063, -0.400000
  0.542086, -0.400000
  0.542109, -0.400000
  0.542132, -0.400000
  0.542154, -0.400000
  0.542177, -0.400000
  0.542200, -0.400000
  0.542222, -0.400000
  0.542245, -0.400000
  0.542268, -0.400000
  0.542290, -0.400000
  0.542313, -0.400000
  0.542336, -0.400000
  0.542358, -0.400000
  0.542381, -0.400000
  0.542404, -0.400000
  0.542426, -0.400000
  0.542449, -0.400000
  0.542472, -0.400000
  0.542494, -0.400000
  0.542517, -0.400000
  0.542540, -0.400000
  0.542562, -0.400000
  0.542585, -0.400000
  0.542608, -0.400000
  0.542630, -0.400000
  0.542653, -0.400000
  0.542676, -0.400000
  0.542698, -0.400000
  0.542721, -0.400000
  0.542744, -0.400000
  0.542766, -0.400000
  0.542789, -0.400000
  0.542812, -0.400000
  0.542834, -0.400000
  0.542857, -0.400000
  0.542880, -0.400000
  0.542902, -0.400000
  0.542925, -0.400000
  0.542948, -0.400000
  0.542971, -0.400000
  0.542993, -0.400000
  0.543016, -0.400000
  0.543039, -0.400000
  0.543061, -0.400000
  0.543084, -0.400000
  0.543107, -0.400000
  0.543129, -0.400000
  0.543152, -0.400000
  0.543175, -0.400000
  0.543197,  0.400000
  0.543220,  0.400000
  0.543243,  0.400000
  0.543265,  0.400000
  0.543288,  0.400000
  0.543311,  0.400000
  0.543333,  0.400000
  0.543356,  0.400000
  0.543379,  0.400000
  0.543401,  0.400000
  0.543424,  0.400000
  0.543447,  0.400000
  0.543469,  0.400000
  0.543492,  0.400000
  0.543515,  0.400000
  0.543537,  0.400000
  0.543560,  0.400000
  0.543583,  0.400000
  0.543605,  0.400000
  0.543628,  0.400000
  0.543651,  0.400000
  0.543673,  0.400000
  0.543696,  0.400000
  0.543719,  0.400000
  0.543741,  0.400000
  0.543764,  0.400000
  0.543787,  0.400000
  0.543810,  0.400000
  0.543832,  0.400000
  0.543855,  0.400000
  0.543878,  0.400000
  0.543900,  0.400000
  0.543923,  0.400000
  0.543946,  0.400000
  0.543968,  0.400000
  0.543991,  0.400000
  0.544014,  0.400000
  0.544036,  0.400000
  0.544059,  0.400000
  0.544082,  0.400000
  0.544104,  0.400000
  0.544127,  0.400000
  0.544150,  0.400000
  0.544172,  0.400000
  0.544195,  0.400000
  0.544218,  0.400000
  0.544240,  0.400000
  0.544263,  0.400000
  0.544286,  0.400000
  0.544308,  0.400000
  0.544331, -0.400000
  0.544354, -0.400000
  0.544376, -0.400000
  0.544399, -0.400000
  0.544422, -0.400000
  0.544444, -0.400000
  0.544467, -0.400000
  0.544490, -0.400000
  0.544512, -0.400000
  0.544535, -0.400000
  0.544558, -0.400000
  0.544580, -0.400000
  0.544603, -0.400000
  0.544626, -0.400000
  0.544649, -0.400000
  0.544671, -0.400000
  0.544694, -0.400000
  0.544717, -0.400000
  0.544739, -0.400000
  0.544762, -0.400000
  0.544785, -0.400000
  0.544807, -0.400000
  0.544830, -0.400000
  0.544853, -0.400000
  0.544875, -0.400000
  0.544898, -0.400000
  0.544921, -0.400000
  0.544943, -0.400000
  0.544966, -0.400000
  0.544989, -0.400000
  0.545011, -0.400000
  0.545034, -0.400000
  0.545057, -0.400000
  0.545079, -0.400000
  0.545102, -0.400000
  0.545125, -0.400000
  0.545147, -0.400000
  0.545170, -0.400000
  0.545193, -0.400000
  0.545215, -0.400000
  0.545238, -0.400000
  0.545261, -0.400000
  0.545283, -0.400000
  0.545306, -0.400000
  0.545329, -0.400000
  0.545351, -0.400000
  0.545374, -0.400000
  0.545397, -0.400000
  0.545420, -0.400000
  0.545442, -0.400000
  0.545465,  0.400000
  0.545488,  0.400000
  0.545510,  0.400000
  0.545533,  0.400000
  0.545556,  0.400000
  0.545578,  0.400000
  0.545601,  0.400000
  0.545624,  0.400000
  0.545646,  0.400000
  0.545669,  0.400000
  0.545692,  0.400000
  0.545714,  0.400000
  0.545737,  0.400000
  0.545760,  0.400000
  0.545782,  0.400000
  0.545805,  0.400000
  0.545828,  0.400000
  0.545850,  0.400000
  0.545873,  0.400000
  0.545896,  0.400000
  0.545918,  0.400000
  0.545941,  0.400000
  0.545964,  0.400000
  0.545986,  0.400000
  0.546009,  0.400000
  0.546032,  0.400000
  0.546054,  0.400000
  0.546077,  0.400000
  0.546100,  0.400000
  0.546122,  0.400000
  0.546145,  0.400000
  0.546168,  0.400000
  0.546190,  0.400000
  0.546213,  0.400000
  0.546236,  0.400000
  0.546259,  0.400000
  0.546281,  0.400000
  0.546304,  0.400000
  0.546327,  0.400000
  0.546349,  0.400000
  0.546372,  0.400000
  0.546395,  0.400000
  0.546417,  0.400000
  0.546440,  0.400000
  0.546463,  0.400000
  0.546485,  0.400000
  0.546508,  0.400000
  0.546531,  0.400000
  0.546553,  0.400000
  0.546576,  0.400000
  0.546599, -0.400000
  0.546621, -0.400000
  0.546644, -0.400000
  0.546667, -0.400000
  0.546689, -0.400000
  0.546712, -0.400000
  0.546735, -0.400000
  0.546757, -0.400000
  0.546780, -0.400000
  0.546803, -0.400000
  0.546825, -0.400000
  0.546848, -0.400000
  0.546871, -0.400000
  0.546893, -0.400000
  0.546916, -0.400000
  0.546939, -0.400000
  0.546961, -0.400000
  0.546984, -0.400000
  0.547007, -0.400000
  0.547029, -0.400000
  0.547052, -0.400000
  0.547075, -0.400000
  0.547098, -0.400000
  0.547120, -0.400000
  0.547143, -0.400000
  0.547166, -0.400000
  0.547188, -0.400000
  0.547211, -0.400000
  0.547234, -0.400000
  0.547256, -0.400000
  0.547279, -0.400000
  0.547302, -0.400000
  0.547324, -0.400000
  0.547347, -0.400000
  0.547370, -0.400000
  0.547392, -0.400000
  0.547415, -0.400000
  0.547438, -0.400000
  0.547460, -0.400000
  0.547483, -0.400000
  0.547506, -0.400000
  0.547528, -0.400000
  0.547551, -0.400000
  0.547574, -0.400000
  0.547596, -0.400000
  0.547619, -0.400000
  0.547642, -0.400000
  0.547664, -0.400000
  0.547687, -0.400000
  0.547710, -0.400000
  0.547732,  0.400000
  0.547755,  0.400000
  0.547778,  0.400000
  0.547800,  0.400000
  0.547823,  0.400000
  0.547846,  0.400000
  0.547868,  0.400000
  0.547891,  0.400000
  0.547914,  0.400000
  0.547937,  0.400000
  0.547959,  0.400000
  0.547982,  0.400000
  0.548005,  0.400000
  0.548027,  0.400000
  0.548050,  0.400000
  0.548073,  0.400000
  0.548095,  0.400000
  0.548118,  0.400000
  0.548141,  0.400000
  0.548163,  0.400000
  0.548186,  0.400000
  0.548209,  0.400000
  0.548231,  0.400000
  0.548254,  0.400000
  0.548277,  0.400000
  0.548299,  0.400000
  0.548322,  0.400000
  0.548345,  0.400000
  0.548367,  0.400000
  0.548390,  0.400000
  0.548413,  0.400000
  0.548435,  0.400000
  0.548458,  0.400000
  0.548481,  0.400000
  0.548503,  0.400000
  0.548526,  0.400000
  0.548549,  0.400000
  0.548571,  0.400000
  0.548594,  0.400000
  0.548617,  0.400000
  0.548639,  0.400000
  0.548662,  0.400000
  0.548685,  0.400000
  0.548707,  0.400000
  0.548730,  0.400000
  0.548753,  0.400000
  0.548776,  0.400000
  0.548798,  0.400000
  0.548821,  0.400000
  0.548844,  0.400000
  0.548866, -0.400000
  0.548889, -0.400000
  0.548912, -0.400000
  0.548934, -0.400000
  0.548957, -0.400000
  0.548980, -0.400000
  0.549002, -0.400000
  0.549025, -0.400000
  0.549048, -0.400000
  0.549070, -0.400000
  0.549093, -0.400000
  0.549116, -0.400000
  0.549138, -0.400000
  0.549161, -0.400000
  0.549184, -0.400000
  0.549206, -0.400000
  0.549229, -0.400000
  0.549252, -0.400000
  0.549274, -0.400000
  0.549297, -0.400000
  0.549320, -0.400000
  0.549342, -0.400000
  0.549365, -0.400000
  0.549388, -0.400000
  0.549410, -0.400000
  0.549433, -0.400000
  0.549456, -0.400000
  0.549478, -0.400000
  0.549501, -0.400000
  0.549524, -0.400000
  0.549546, -0.400000
  0.549569, -0.400000
  0.549592, -0.400000
  0.549615, -0.400000
  0.549637, -0.400000
  0.549660, -0.400000
  0.549683, -0.400000
  0.549705, -0.400000
  0.549728, -0.400000
  0.549751, -0.400000
  0.549773, -0.400000
  0.549796, -0.400000
  0.549819, -0.400000
  0.549841, -0.400000
  0.549864, -0.400000
  0.549887, -0.400000
  0.549909, -0.400000
  0.549932, -0.400000
  0.549955, -0.400000
  0.549977, -0.400000
  0.550000, -0.400000
  0.550023,  0.400000
  0.550045,  0.400000
  0.550068,  0.400000
  0.550091,  0.400000
  0.550113,  0.400000
  0.550136,  0.400000
  0.550159,  0.400000
  0.550181,  0.400000
  0.550204,  0.400000
  0.550227,  0.400000
  0.550249,  0.400000
  0.550272,  0.400000
  0.550295,  0.400000
  0.550317,  0.400000
  0.550340,  0.400000
  0.550363,  0.400000
  0.550385,  0.400000
  0.550408,  0.400000
  0.550431,  0.400000
  0.550454,  0.400000
  0.550476,  0.400000
  0.550499,  0.400000
  0.550522,  0.400000
  0.550544,  0.400000
  0.550567,  0.400000
  0.550590,  0.400000
  0.550612,  0.400000
  0.550635,  0.400000
  0.550658,  0.400000
  0.550680,  0.400000
  0.550703,  0.400000
  0.550726,  0.400000
  0.550748,  0.400000
  0.550771,  0.400000
  0.550794,  0.400000
  0.550816,  0.400000
  0.550839,  0.400000
  0.550862,  0.400000
  0.550884,  0.400000
  0.550907,  0.400000
  0.550930,  0.400000
  0.550952,  0.400000
  0.550975,  0.400000
  0.550998,  0.400000
  0.551020,  0.400000
  0.551043,  0.400000
  0.551066,  0.400000
  0.551088,  0.400000
  0.551111,  0.400000
  0.551134,  0.400000
  0.551156, -0.400000
  0.551179, -0.400000
  0.551202, -0.400000
  0.551224, -0.400000
  0.551247, -0.400000
  0.551270, -0.400000
  0.551293, -0.400000
  0.551315, -0.400000
  0.551338, -0.400000
  0.551361, -0.400000
  0.551383, -0.400000
  0.551406, -0.400000
  0.551429, -0.400000
  0.551451, -0.400000
  0.551474, -0.400000
  0.551497, -0.400000
  0.551519, -0.400000
  0.551542, -0.400000
  0.551565, -0.400000
  0.551587, -0.400000
  0.551610, -0.400000
  0.551633, -0.400000
  0.551655, -0.400000
  0.551678, -0.400000
  0.551701, -0.400000
  0.551723, -0.400000
  0.551746, -0.400000
  0.551769, -0.400000
  0.551791, -0.400000
  0.551814, -0.400000
  0.551837, -0.400000
  0.551859, -0.400000
  0.551882, -0.400000
  0.551905, -0.400000
  0.551927, -0.400000
  0.551950, -0.400000
  0.551973, -0.400000
  0.551995, -0.400000
  0.552018, -0.400000
  0.552041, -0.400000
  0.552063, -0.400000
  0.552086, -0.400000
  0.552109, -0.400000
  0.552132, -0.400000
  0.552154, -0.400000
  0.552177, -0.400000
  0.552200, -0.400000
  0.552222, -0.400000
  0.552245, -0.400000
  0.552268, -0.400000
  0.552290,  0.400000
  0.552313,  0.400000
  0.552336,  0.400000
  0.552358,  0.400000
  0.552381,  0.400000
  0.552404,  0.400000
  0.552426,  0.400000
  0.552449,  0.400000
  0.552472,  0.400000
  0.552494,  0.400000
  0.552517,  0.400000
  0.552540,  0.400000
  0.552562,  0.400000
  0.552585,  0.400000
  0.552608,  0.400000
  0.552630,  0.400000
  0.552653,  0.400000
  0.552676,  0.400000
  0.552698,  0.400000
  0.552721,  0.400000
  0.552744,  0.400000
  0.552766,  0.400000
  0.552789,  0.400000
  0.552812,  0.400000
  0.552834,  0.400000
  0.552857,  0.400000
  0.552880,  0.400000
  0.552902,  0.400000
  0.552925,  0.400000
  0.552948,  0.400000
  0.552971,  0.400000
  0.552993,  0.400000
  0.553016,  0.400000
  0.553039,  0.400000
  0.553061,  0.400000
  0.553084,  0.400000
  0.553107,  0.400000
  0.553129,  0.400000
  0.553152,  0.400000
  0.553175,  0.400000
  0.553197,  0.400000
  0.553220,  0.400000
  0.553243,  0.400000
  0.553265,  0.400000
  0.553288,  0.400000
  0.553311,  0.400000
  0.553333,  0.400000
  0.553356,  0.400000
  0.553379,  0.400000
  0.553401,  0.400000
  0.553424, -0.400000
  0.553447, -0.400000
  0.553469, -0.400000
  0.553492, -0.400000
  0.553515, -0.400000
  0.553537, -0.400000
  0.553560, -0.400000
  0.553583, -0.400000
  0.553605, -0.400000
  0.553628, -0.400000
  0.553651, -0.400000
  0.553673, -0.400000
  0.553696, -0.400000
  0.553719, -0.400000
  0.553741, -0.400000
  0.553764, -0.400000
  0.553787, -0.400000
  0.553810, -0.400000
  0.553832, -0.400000
  0.553855, -0.400000
  0.553878, -0.400000
  0.553900, -0.400000
  0.553923, -0.400000
  0.553946, -0.400000
  0.553968, -0.400000
  0.553991, -0.400000
  0.554014, -0.400000
  0.554036, -0.400000
  0.554059, -0.400000
  0.554082, -0.400000
  0.554104, -0.400000
  0.554127, -0.400000
  0.554150, -0.400000
  0.554172, -0.400000
  0.554195, -0.400000
  0.554218, -0.400000
  0.554240, -0.400000
  0.554263, -0.400000
  0.554286, -0.400000
  0.554308, -0.400000
  0.554331, -0.400000
  0.554354, -0.400000
  0.554376, -0.400000
  0.554399, -0.400000
  0.554422, -0.400000
  0.554444, -0.400000
  0.554467, -0.400000
  0.554490, -0.400000
  0.554512, -0.400000
  0.554535, -0.400000
  0.554558,  0.400000
  0.554580,  0.400000
  0.554603,  0.400000
  0.554626,  0.400000
  0.554649,  0.400000
  0.554671,  0.400000
  0.554694,  0.400000
  0.554717,  0.400000
  0.554739,  0.400000
  0.554762,  0.400000
  0.554785,  0.400000
  0.554807,  0.400000
  0.554830,  0.400000
  0.554853,  0.400000
  0.554875,  0.400000
  0.554898,  0.400000
  0.554921,  0.400000
  0.554943,  0.400000
  0.554966,  0.400000
  0.554989,  0.400000
  0.555011,  0.400000
  0.555034,  0.400000
  0.555057,  0.400000
  0.555079,  0.400000
  0.555102,  0.400000
  0.555125,  0.400000
  0.555147,  0.400000
  0.555170,  0.400000
  0.555193,  0.400000
  0.555215,  0.400000
  0.555238,  0.400000
  0.555261,  0.400000
  0.555283,  0.400000
  0.555306,  0.400000
  0.555329,  0.400000
  0.555351,  0.400000
  0.555374,  0.400000
  0.555397,  0.400000
  0.555420,  0.400000
  0.555442,  0.400000
  0.555465,  0.400000
  0.555488,  0.400000
  0.555510,  0.400000
  0.555533,  0.400000
  0.555556,  0.400000
  0.555578,  0.400000
  0.555601,  0.400000
  0.555624,  0.400000
  0.555646,  0.400000
  0.555669,  0.400000
  0.555692, -0.400000
  0.555714, -0.400000
  0.555737, -0.400000
  0.555760, -0.400000
  0.555782, -0.400000
  0.555805, -0.400000
  0.555828, -0.400000
  0.555850, -0.400000
  0.555873, -0.400000
  0.555896, -0.400000
  0.555918, -0.400000
  0.555941, -0.400000
  0.555964, -0.400000
  0.555986, -0.400000
  0.556009, -0.400000
  0.556032, -0.400000
  0.556054, -0.400000
  0.556077, -0.400000
  0.556100, -0.400000
  0.556122, -0.400000
  0.556145, -0.400000
  0.556168, -0.400000
  0.556190, -0.400000
  0.556213, -0.400000
  0.556236, -0.400000
  0.556259, -0.400000
  0.556281, -0.400000
  0.556304, -0.400000
  0.556327, -0.400000
  0.556349, -0.400000
  0.556372, -0.400000
  0.556395, -0.400000
  0.556417, -0.400000
  0.556440, -0.400000
  0.556463, -0.400000
  0.556485, -0.400000
  0.556508, -0.400000
  0.556531, -0.400000
  0.556553, -0.400000
  0.556576, -0.400000
  0.556599, -0.400000
  0.556621, -0.400000
  0.556644, -0.400000
  0.556667, -0.400000
  0.556689, -0.400000
  0.556712, -0.400000
  0.556735, -0.400000
  0.556757, -0.400000
  0.556780, -0.400000
  0.556803, -0.400000
  0.556825,  0.400000
  0.556848,  0.400000
  0.556871,  0.400000
  0.556893,  0.400000
  0.556916,  0.400000
  0.556939,  0.400000
  0.556961,  0.400000
  0.556984,  0.400000
  0.557007,  0.400000
  0.557029,  0.400000
  0.557052,  0.400000
  0.557075,  0.400000
  0.557098,  0.400000
  0.557120,  0.400000
  0.557143,  0.400000
  0.557166,  0.400000
  0.557188,  0.400000
  0.557211,  0.400000
  0.557234,  0.400000
  0.557256,  0.400000
  0.557279,  0.400000
  0.557302,  0.400000
  0.557324,  0.400000
  0.557347,  0.400000
  0.557370,  0.400000
  0.557392,  0.400000
  0.557415,  0.400000
  0.557438,  0.400000
  0.557460,  0.400000
  0.557483,  0.400000
  0.557506,  0.400000
  0.557528,  0.400000
  0.557551,  0.400000
  0.557574,  0.400000
  0.557596,  0.400000
  0.557619,  0.400000
  0.557642,  0.400000
  0.557664,  0.400000
  0.557687,  0.400000
  0.557710,  0.400000
  0.557732,  0.400000
  0.557755,  0.400000
  0.557778,  0.400000
  0.557800,  0.400000
  0.557823,  0.400000
  0.557846,  0.400000
  0.557868,  0.400000
  0.557891,  0.400000
  0.557914,  0.400000
  0.557937,  0.400000
  0.557959, -0.400000
  0.557982, -0.400000
  0.558005, -0.400000
  0.558027, -0.400000
  0.558050, -0.400000
  0.558073, -0.400000
  0.558095, -0.400000
  0.558118, -0.400000
  0.558141, -0.400000
  0.558163, -0.400000
  0.558186, -0.400000
  0.558209, -0.400000
  0.558231, -0.400000
  0.558254, -0.400000
  0.558277, -0.400000
  0.558299, -0.400000
  0.558322, -0.400000
  0.558345, -0.400000
  0.558367, -0.400000
  0.558390, -0.400000
  0.558413, -0.400000
  0.558435, -0.400000
  0.558458, -0.400000
  0.558481, -0.400000
  0.558503, -0.400000
  0.558526, -0.400000
  0.558549, -0.400000
  0.558571, -0.400000
  0.558594, -0.400000
  0.558617, -0.400000
  0.558639, -0.400000
  0.558662, -0.400000
  0.558685, -0.400000
  0.558707, -0.400000
  0.558730, -0.400000
  0.558753, -0.400000
  0.558776, -0.400000
  0.558798, -0.400000
  0.558821, -0.400000
  0.558844, -0.400000
  0.558866, -0.400000
  0.558889, -0.400000
  0.558912, -0.400000
  0.558934, -0.400000
  0.558957, -0.400000
  0.558980, -0.400000
  0.559002, -0.400000
  0.559025, -0.400000
  0.559048, -0.400000
  0.559070, -0.400000
  0.559093,  0.400000
  0.559116,  0.400000
  0.559138,  0.400000
  0.559161,  0.400000
  0.559184,  0.400000
  0.559206,  0.400000
  0.559229,  0.400000
  0.559252,  0.400000
  0.559274,  0.400000
  0.559297,  0.400000
  0.559320,  0.400000
  0.559342,  0.400000
  0.559365,  0.400000
  0.559388,  0.400000
  0.559410,  0.400000
  0.559433,  0.400000
  0.559456,  0.400000
  0.559478,  0.400000
  0.559501,  0.400000
  0.559524,  0.400000
  0.559546,  0.400000
  0.559569,  0.400000
  0.559592,  0.400000
  0.559615,  0.400000
  0.559637,  0.400000
  0.559660,  0.400000
  0.559683,  0.400000
  0.559705,  0.400000
  0.559728,  0.400000
  0.559751,  0.400000
  0.559773,  0.400000
  0.559796,  0.400000
  0.559819,  0.400000
  0.559841,  0.400000
  0.559864,  0.400000
  0.559887,  0.400000
  0.559909,  0.400000
  0.559932,  0.400000
  0.559955,  0.400000
  0.559977,  0.400000
  0.560000,  0.400000
  0.560023,  0.400000
  0.560045,  0.400000
  0.560068,  0.400000
  0.560091,  0.400000
  0.560113,  0.400000
  0.560136,  0.400000
  0.560159,  0.400000
  0.560181,  0.400000
  0.560204,  0.400000
  0.560227,  0.400000
  0.560249, -0.400000
  0.560272, -0.400000
  0.560295, -0.400000
  0.560317, -0.400000
  0.560340, -0.400000
  0.560363, -0.400000
  0.560385, -0.400000
  0.560408, -0.400000
  0.560431, -0.400000
  0.560454, -0.400000
  0.560476, -0.400000
  0.560499, -0.400000
  0.560522, -0.400000
  0.560544, -0.400000
  0.560567, -0.400000
  0.560590, -0.400000
  0.560612, -0.400000
  0.560635, -0.400000
  0.560658, -0.400000
  0.560680, -0.400000
  0.560703, -0.400000
  0.560726, -0.400000
  0.560748, -0.400000
  0.560771, -0.400000
  0.560794, -0.400000
  0.560816, -0.400000
  0.560839, -0.400000
  0.560862, -0.400000
  0.560884, -0.400000
  0.560907, -0.400000
  0.560930, -0.400000
  0.560952, -0.400000
  0.560975, -0.400000
  0.560998, -0.400000
  0.561020, -0.400000
  0.561043, -0.400000
  0.561066, -0.400000
  0.561088, -0.400000
  0.561111, -0.400000
  0.561134, -0.400000
  0.561156, -0.400000
  0.561179, -0.400000
  0.561202, -0.400000
  0.561224, -0.400000
  0.561247, -0.400000
  0.561270, -0.400000
  0.561293, -0.400000
  0.561315, -0.400000
  0.561338, -0.400000
  0.561361, -0.400000
  0.561383,  0.400000
  0.561406,  0.400000
  0.561429,  0.400000
  0.561451,  0.400000
  0.561474,  0.400000
  0.561497,  0.400000
  0.561519,  0.400000
  0.561542,  0.400000
  0.561565,  0.400000
  0.561587,  0.400000
  0.561610,  0.400000
  0.561633,  0.400000
  0.561655,  0.400000
  0.561678,  0.400000
  0.561701,  0.400000
  0.561723,  0.400000
  0.561746,  0.400000
  0.561769,  0.400000
  0.561791,  0.400000
  0.561814,  0.400000
  0.561837,  0.400000
  0.561859,  0.400000
  0.561882,  0.400000
  0.561905,  0.400000
  0.561927,  0.400000
  0.561950,  0.400000
  0.561973,  0.400000
  0.561995,  0.400000
  0.562018,  0.400000
  0.562041,  0.400000
  0.562063,  0.400000
  0.562086,  0.400000
  0.562109,  0.400000
  0.562132,  0.400000
  0.562154,  0.400000
  0.562177,  0.400000
  0.562200,  0.400000
  0.562222,  0.400000
  0.562245,  0.400000
  0.562268,  0.400000
  0.562290,  0.400000
  0.562313,  0.400000
  0.562336,  0.400000
  0.562358,  0.400000
  0.562381,  0.400000
  0.562404,  0.400000
  0.562426,  0.400000
  0.562449,  0.400000
  0.562472,  0.400000
  0.562494,  0.400000
  0.562517, -0.400000
  0.562540, -0.400000
  0.562562, -0.400000
  0.562585, -0.400000
  0.562608, -0.400000
  0.562630, -0.400000
  0.562653, -0.400000
  0.562676, -0.400000
  0.562698, -0.400000
  0.562721, -0.400000
  0.562744, -0.400000
  0.562766, -0.400000
  0.562789, -0.400000
  0.562812, -0.400000
  0.562834, -0.400000
  0.562857, -0.400000
  0.562880, -0.400000
  0.562902, -0.400000
  0.562925, -0.400000
  0.562948, -0.400000
  0.562971, -0.400000
  0.562993, -0.400000
  0.563016, -0.400000
  0.563039, -0.400000
  0.563061, -0.400000
  0.563084, -0.400000
  0.563107, -0.400000
  0.563129, -0.400000
  0.563152, -0.400000
  0.563175, -0.400000
  0.563197, -0.400000
  0.563220, -0.400000
  0.563243, -0.400000
  0.563265, -0.400000
  0.563288, -0.400000
  0.563311, -0.400000
  0.563333, -0.400000
  0.563356, -0.400000
  0.563379, -0.400000
  0.563401, -0.400000
  0.563424, -0.400000
  0.563447, -0.400000
  0.563469, -0.400000
  0.563492, -0.400000
  0.563515, -0.400000
  0.563537, -0.400000
  0.563560, -0.400000
  0.563583, -0.400000
  0.563605, -0.400000
  0.563628, -0.400000
  0.563651,  0.400000
  0.563673,  0.400000
  0.563696,  0.400000
  0.563719,  0.400000
  0.563741,  0.400000
  0.563764,  0.400000
  0.563787,  0.400000
  0.563810,  0.400000
  0.563832,  0.400000
  0.563855,  0.400000
  0.563878,  0.400000
  0.563900,  0.400000
  0.563923,  0.400000
  0.563946,  0.400000
  0.563968,  0.400000
  0.563991,  0.400000
  0.564014,  0.400000
  0.564036,  0.400000
  0.564059,  0.400000
  0.564082,  0.400000
  0.564104,  0.400000
  0.564127,  0.400000
  0.564150,  0.400000
  0.564172,  0.400000
  0.564195,  0.400000
  0.564218,  0.400000
  0.564240,  0.400000
  0.564263,  0.400000
  0.564286,  0.400000
  0.564308,  0.400000
  0.564331,  0.400000
  0.564354,  0.400000
  0.564376,  0.400000
  0.564399,  0.400000
  0.564422,  0.400000
  0.564444,  0.400000
  0.564467,  0.400000
  0.564490,  0.400000
  0.564512,  0.400000
  0.564535,  0.400000
  0.564558,  0.400000
  0.564580,  0.400000
  0.564603,  0.400000
  0.564626,  0.400000
  0.564649,  0.400000
  0.564671,  0.400000
  0.564694,  0.400000
  0.564717,  0.400000
  0.564739,  0.400000
  0.564762,  0.400000
  0.564785, -0.400000
  0.564807, -0.400000
  0.564830, -0.400000
  0.564853, -0.400000
  0.564875, -0.400000
  0.564898, -0.400000
  0.564921, -0.400000
  0.564943, -0.400000
  0.564966, -0.400000
  0.564989, -0.400000
  0.565011, -0.400000
  0.565034, -0.400000
  0.565057, -0.400000
  0.565079, -0.400000
  0.565102, -0.400000
  0.565125, -0.400000
  0.565147, -0.400000
  0.565170, -0.400000
  0.565193, -0.400000
  0.565215, -0.400000
  0.565238, -0.400000
  0.565261, -0.400000
  0.565283, -0.400000
  0.565306, -0.400000
  0.565329, -0.400000
  0.565351, -0.400000
  0.565374, -0.400000
  0.565397, -0.400000
  0.565420, -0.400000
  0.565442, -0.400000
  0.565465, -0.400000
  0.565488, -0.400000
  0.565510, -0.400000
  0.565533, -0.400000
  0.565556, -0.400000
  0.565578, -0.400000
  0.565601, -0.400000
  0.565624, -0.400000
  0.565646, -0.400000
  0.565669, -0.400000
  0.565692, -0.400000
  0.565714, -0.400000
  0.565737, -0.400000
  0.565760, -0.400000
  0.565782, -0.400000
  0.565805, -0.400000
  0.565828, -0.400000
  0.565850, -0.400000
  0.565873, -0.400000
  0.565896, -0.400000
  0.565918,  0.400000
  0.565941,  0.400000
  0.565964,  0.400000
  0.565986,  0.400000
  0.566009,  0.400000
  0.566032,  0.400000
  0.566054,  0.400000
  0.566077,  0.400000
  0.566100,  0.400000
  0.566122,  0.400000
  0.566145,  0.400000
  0.566168,  0.400000
  0.566190,  0.400000
  0.566213,  0.400000
  0.566236,  0.400000
  0.566259,  0.400000
  0.566281,  0.400000
  0.566304,  0.400000
